Business Area,Report Name,Report Description,Existing Label,Dictionary Label,ICM Data Field Path,Label Source,Label Match Rating,Follow Up Required
FASB AR & Debt,AR Collections - Data Rejected for Transfer to Collection (MI94K-02),"FASB- AR data rejected for transfer to Collections FASB - Data Rejected for Transfer to Collections
Typically a Zero balance 
Report manaully reviewed
Further Review with FASB onntent and issues as possible automation",srce,Source,No,MIS,Medium,FASB
FASB AR & Debt,AR Collections - Data Rejected for Transfer to Collection (MI94K-02),"FASB- AR data rejected for transfer to Collections FASB - Data Rejected for Transfer to Collections
Typically a Zero balance 
Report manaully reviewed
Further Review with FASB onntent and issues as possible automation",event/type,Event/Type,No,MIS,High,FASB
FASB AR & Debt,AR Collections - Data Rejected for Transfer to Collection (MI94K-02),"FASB- AR data rejected for transfer to Collections FASB - Data Rejected for Transfer to Collections
Typically a Zero balance 
Report manaully reviewed
Further Review with FASB onntent and issues as possible automation",eff date,Effective Date,No,MIS,High,No
FASB AR & Debt,AR Collections - Data Rejected for Transfer to Collection (MI94K-02),"FASB- AR data rejected for transfer to Collections FASB - Data Rejected for Transfer to Collections
Typically a Zero balance 
Report manaully reviewed
Further Review with FASB onntent and issues as possible automation",amount,Amount,No,MIS,High,No
FASB AR & Debt,AR Collections - Data Rejected for Transfer to Collection (MI94K-02),"FASB- AR data rejected for transfer to Collections FASB - Data Rejected for Transfer to Collections
Typically a Zero balance 
Report manaully reviewed
Further Review with FASB onntent and issues as possible automation",boa,BOA,No,MIS,High,FASB
FASB AR & Debt,AR Collections - Data Rejected for Transfer to Collection (MI94K-02),"FASB- AR data rejected for transfer to Collections FASB - Data Rejected for Transfer to Collections
Typically a Zero balance 
Report manaully reviewed
Further Review with FASB onntent and issues as possible automation",total accounts listed,Total Accounts Lised,No,Report,Medium,No
FASB AR & Debt,AR Collections - Data Rejected for Transfer to Collection (MI94K-02),"FASB- AR data rejected for transfer to Collections FASB - Data Rejected for Transfer to Collections
Typically a Zero balance 
Report manaully reviewed
Further Review with FASB onntent and issues as possible automation",total transactions listed,Total Transaction Listed,No,MIS,Medium,FASB
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),FASB - list of cases and debt sent to AR for Collections,account no,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",name/address/tel,Name/Address/Phone,No,MIS,Low,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",birthdate,Date of Birth,Contact/Birthday,ICM,Low,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",sin,SIN,Case/Contact/SINPHN,ICM,Low,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",srce,Source,No,MIS,Medium,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",event/type,Event/Type,No,MIS,High,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",eff date,Effective Date,No,MIS,High,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",amount,Amount,No,MIS,High,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",boa,BOA,No,MIS,High,FASB
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",total accounts listed,Total Accounts Lised,No,Report,Medium,No
FASB AR & Debt,AR Collections - Data Sent for Collection (MI94K-01),"FASB - list of cases and debt sent to AR for Collections
List of cases and debt totals",total transactions listed,Total Transaction Listed,No,Report,Medium,No
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",cheque number,Cheque Number,Case/Contact/Case Address,MIS,Low,No
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",transaction date,Transaction Date,Case/Contact/Case Address,MIS,Medium,FASB
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",transaction time,Transaction Time,No,MIS,Medium,FASB
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",increase amount,Increase Amount,No,MIS,Medium,FASB
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",decrease amount,Decrease Amount,No,MIS,Medium,FASB
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",user id,MIS User ID,No,MIS,Low,No
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",description,Description,No,MIS,Medium,FASB
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",total,Total,No,Report,Medium,No
FASB AR & Debt,Daily Unallocated Payments - MI766-02,"Daily Unallocated Payments - 
Payment driven report as MIS will not allow a 'credit balance'. This occurs when a client repays an amount greater than the debt value on file. FASB manual process to issue a refund.",net,Net Payments,No,Report,Medium,No
FASB AR & Debt,MI212-01 - HISTORY REPORT,History Report- Case Histroy Notes from MIS are populated on the report. Notes added by FASB in MIS do not show in ICM. FASB may need to also see Case Notes that go back historically prior to ICM Notes records. These are only available through MIS and are currently requested through an Ad Hoc Report. This report is not auto generated. Report and function is still required by FASB,Coment History Report,Comment History,No,MIS,High,FASB
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",file name,File Name,No,ICM,Low,No
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",file status,Case Status,Case/Case View Screen,ICM,Low,No
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",current balance,Current Balance,No,MIS,Low,No
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",event type,Event/Type,No,MIS,Medium,FASB
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",payment amt,Payment Amount,No,MIS,Low,No
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",payment date,Payment Date,No,MIS,Low,No
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",overpayment amount,Overpayment Amount,No,MIS,Medium,FASB
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",overpayment date,Overpayment Date,No,MIS,Medium,FASB
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",refund/adjustment amount,Refund/Adjustment Amount,No,MIS,Medium,FASB
FASB AR & Debt,Overpayment Monitoring Report (MI54K-01),"Overpayment list by Legacy ID, record of payment made towards debt, overpayment current amount and any Refund or Adjustment owing due to client over-paying debt amount. Includeds data on refund issued and refund date.",refund/adjustment date,Refund/Adjustment Date,No,MIS,Medium,FASB
FASB AR & Debt,RMS To Gain Repayment Upload Error Report (MI10B-01),"RMS report = Discrepancy in Debt amount between systems. FBM Project identified records between MIS and RMS that are mismatched. There is a current manual Reconcilliation completed quarterly. MIS recieves a file from RMS, runs a discrepancy report and provides cases that have Debt balance discrpancy to FASB for Manual Adjustment. This is is a known issues and has been identified the the Requirement for Successor system to RMS future state.",file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB AR & Debt,RMS To Gain Repayment Upload Error Report (MI10B-01),"RMS report = Discrepancy in Debt amount between systems. FBM Project identified records between MIS and RMS that are mismatched. There is a current manual Reconcilliation completed quarterly. MIS recieves a file from RMS, runs a discrepancy report and provides cases that have Debt balance discrpancy to FASB for Manual Adjustment. This is is a known issues and has been identified the the Requirement for Successor system to RMS future state.",event type,Event/Type,No,MIS,Medium,FASB
